,Serial_Num,Season,Num,Basin,Sub_basin,Name,ISO_time,Nature,Latitude,Longitude,Wind_Speed,Wind_Pres,Center,Wind(WMO) Percentile,Pres(WMO) Percentile,Track_type
37955,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-18 12:00, TS,34.0,-57.9,45,1000,atcf,50.43600000000001,51.358999999999995,main
37956,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-18 18:00, TS,34.3,-58.1,65,988,atcf,74.042,74.059,main
37957,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-19 0:00, TS,34.2,-57.8,75,980,atcf,82.04299999999999,82.079,main
37958,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-19 6:00, TS,34.4,-57.4,80,976,atcf,85.15,85.417,main
37959,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-19 12:00, TS,34.7,-57.1,85,973,atcf,87.38600000000001,87.16799999999999,main
37960,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-19 18:00, TS,35.2,-56.8,90,970,atcf,89.126,88.58200000000001,main
37961,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-20 0:00, TS,35.6,-56.6,90,970,atcf,89.126,88.58200000000001,main
37962,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-20 6:00, TS,36.1,-56.2,85,973,atcf,87.38600000000001,87.16799999999999,main
37963,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-20 12:00, TS,36.5,-56.0,85,974,atcf,87.38600000000001,86.745,main
37964,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-20 18:00, TS,36.8,-55.5,85,973,atcf,87.38600000000001,87.16799999999999,main
37965,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-21 0:00, TS,37.0,-54.6,90,972,atcf,89.126,87.74,main
37966,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-21 6:00, TS,37.2,-53.8,90,970,atcf,89.126,88.58200000000001,main
37967,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-21 12:00, TS,37.3,-53.0,90,968,atcf,89.126,90.116,main
37968,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-21 18:00, TS,37.5,-52.3,95,965,atcf,91.67,91.214,main
37969,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-22 0:00, TS,37.7,-51.5,95,966,atcf,91.67,90.855,main
37970,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-22 6:00, TS,37.7,-51.2,95,967,atcf,91.67,90.559,main
37971,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-22 12:00, TS,37.8,-51.0,90,968,atcf,89.126,90.116,main
37972,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-22 18:00, TS,37.8,-50.9,90,969,atcf,89.126,89.833,main
37973,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-23 0:00, TS,37.7,-50.7,90,970,atcf,89.126,88.58200000000001,main
37974,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-23 6:00, TS,37.6,-50.7,85,972,atcf,87.38600000000001,87.74,main
37975,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-23 12:00, TS,37.6,-50.8,85,974,atcf,87.38600000000001,86.745,main
37976,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-23 18:00, TS,37.5,-51.0,80,977,atcf,85.15,84.82799999999999,main
37977,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-24 0:00, TS,37.5,-51.1,75,979,atcf,82.04299999999999,83.38,main
37978,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-24 6:00, TS,37.5,-51.2,70,983,atcf,78.944,79.919,main
37979,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-24 12:00, TS,37.4,-51.4,65,987,atcf,74.042,75.141,main
37980,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-24 18:00, TS,37.2,-51.5,60,995,atcf,69.835,63.38,main
37981,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-25 0:00, TS,36.8,-51.8,55,995,atcf,64.41199999999999,63.38,main
37982,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-25 6:00, TS,36.3,-51.8,45,1000,atcf,50.43600000000001,51.358999999999995,main
37983,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-25 12:00, TS,35.7,-51.8,40,1005,atcf,42.727,32.311,main
37984,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-25 18:00, TS,35.1,-51.8,35,1007,atcf,32.623000000000005,21.551,main
37985,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-26 0:00, TS,34.6,-51.7,30,1009,atcf,17.645,9.984,main
37986,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-26 6:00, TS,34.1,-51.3,30,1009,atcf,17.645,9.984,main
37987,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-26 12:00, TS,33.8,-50.8,30,1008,atcf,17.645,15.950999999999999,main
37988,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-26 18:00, TS,33.3,-49.9,35,1006,atcf,32.623000000000005,26.919,main
37989,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-27 0:00, TS,33.2,-48.4,35,1005,atcf,32.623000000000005,32.311,main
37990,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-27 6:00, TS,33.1,-46.9,40,1003,atcf,42.727,42.121,main
37991,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-27 12:00, TS,33.0,-45.4,40,1001,atcf,42.727,49.193000000000005,main
37992,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-27 18:00, TS,33.0,-44.0,45,999,atcf,50.43600000000001,56.052,main
37993,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-28 0:00, TS,33.1,-43.0,50,996,atcf,58.681999999999995,62.059,main
37994,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-28 6:00, TS,33.4,-42.0,55,994,atcf,64.41199999999999,65.46600000000001,main
37995,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-28 12:00, TS,33.9,-41.0,60,993,atcf,69.835,67.99600000000001,main
37996,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-28 18:00, TS,34.5,-39.8,60,992,atcf,69.835,69.087,main
37997,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-29 0:00, TS,35.0,-38.5,60,992,atcf,69.835,69.087,main
37998,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-29 6:00, TS,35.2,-37.6,60,993,atcf,69.835,67.99600000000001,main
37999,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-29 12:00, TS,35.5,-36.6,55,994,atcf,64.41199999999999,65.46600000000001,main
38000,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-29 18:00, TS,36.1,-34.8,55,995,atcf,64.41199999999999,63.38,main
38001,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-30 0:00, TS,36.6,-32.1,55,995,atcf,64.41199999999999,63.38,main
38002,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-30 6:00, TS,37.3,-29.4,55,995,atcf,64.41199999999999,63.38,main
38003,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-30 12:00, TS,38.4,-26.4,50,997,atcf,58.681999999999995,59.766000000000005,main
38004,1992262N34301,1992,5, NA, NA,BONNIE,1992-09-30 18:00, TS,39.0,-24.2,40,1002,atcf,42.727,45.641999999999996,main
38005,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-01 0:00, ET,39.0,-22.8,40,1004,atcf,42.727,38.284,main
38006,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-01 6:00, ET,39.0,-21.6,35,1006,atcf,32.623000000000005,26.919,main
38007,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-01 12:00, ET,38.5,-21.2,30,1008,atcf,17.645,15.950999999999999,main
38008,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-01 18:00, ET,38.2,-21.5,25,1010,atcf,5.031000000000001,5.681,main
38009,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-02 0:00, ET,38.1,-21.8,25,1012,atcf,5.031000000000001,2.14,main
38010,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-02 6:00, ET,37.9,-22.2,25,1014,atcf,5.031000000000001,0.775,main
38011,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-02 12:00, ET,37.8,-22.7,20,1015,atcf,0.8740000000000001,0.46299999999999997,main
38012,1992262N34301,1992,5, NA, NA,BONNIE,1992-10-02 18:00, ET,38.0,-24.0,20,1017,atcf,0.8740000000000001,0.2,main
38013,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-21 18:00, TS,30.0,-33.0,25,1012,atcf,5.031000000000001,2.14,main
38014,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-22 0:00, TS,30.3,-33.6,30,1011,atcf,17.645,3.78,main
38015,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-22 6:00, TS,30.9,-33.8,30,1009,atcf,17.645,9.984,main
38016,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-22 12:00, TS,31.6,-34.0,35,1005,atcf,32.623000000000005,32.311,main
38017,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-22 18:00, TS,32.5,-34.0,45,1000,atcf,50.43600000000001,51.358999999999995,main
38018,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-23 0:00, TS,33.4,-34.2,55,995,atcf,64.41199999999999,63.38,main
38019,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-23 6:00, TS,34.1,-34.4,60,991,atcf,69.835,70.415,main
38020,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-23 12:00, TS,34.7,-34.5,65,987,atcf,74.042,75.141,main
38021,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-23 18:00, TS,35.2,-34.6,75,981,atcf,82.04299999999999,81.437,main
38022,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-24 0:00, TS,35.6,-34.6,85,975,atcf,87.38600000000001,85.94,main
38023,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-24 6:00, TS,35.8,-34.5,90,970,atcf,89.126,88.58200000000001,main
38024,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-24 12:00, TS,36.0,-34.3,90,967,atcf,89.126,90.559,main
38025,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-24 18:00, TS,36.1,-34.1,95,965,atcf,91.67,91.214,main
38026,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-25 0:00, TS,36.1,-33.8,95,967,atcf,91.67,90.559,main
38027,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-25 6:00, TS,36.0,-33.6,90,970,atcf,89.126,88.58200000000001,main
38028,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-25 12:00, TS,35.9,-33.4,85,973,atcf,87.38600000000001,87.16799999999999,main
38029,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-25 18:00, TS,35.9,-33.2,75,976,atcf,82.04299999999999,85.417,main
38030,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-26 0:00, TS,35.9,-32.8,70,979,atcf,78.944,83.38,main
38031,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-26 6:00, TS,36.1,-32.3,65,980,atcf,74.042,82.079,main
38032,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-26 12:00, TS,36.3,-31.5,65,980,atcf,74.042,82.079,main
38033,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-26 18:00, TS,36.6,-30.6,65,980,atcf,74.042,82.079,main
38034,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-27 0:00, TS,37.2,-29.4,60,980,atcf,69.835,82.079,main
38035,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-27 6:00, TS,38.0,-28.0,55,980,atcf,64.41199999999999,82.079,main
38036,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-27 12:00, TS,39.0,-26.3,55,981,atcf,64.41199999999999,81.437,main
38037,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-27 18:00, ET,40.4,-24.4,50,983,atcf,58.681999999999995,79.919,main
38038,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-28 0:00, ET,42.0,-22.3,45,985,atcf,50.43600000000001,77.843,main
38039,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-28 6:00, ET,43.5,-20.2,40,988,atcf,42.727,74.059,main
38040,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-28 12:00, ET,45.2,-18.3,40,990,atcf,42.727,71.294,main
38041,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-28 18:00, ET,47.1,-15.9,40,985,atcf,42.727,77.843,main
38042,1992266N30327,1992,6, NA, NA,CHARLEY,1992-09-29 0:00, ET,49.5,-13.5,45,980,atcf,50.43600000000001,82.079,main
38043,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-22 12:00, TS,32.5,-74.6,30,1009,atcf,17.645,9.984,main
38044,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-22 18:00, TS,32.8,-74.2,45,1006,atcf,50.43600000000001,26.919,main
38045,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-23 0:00, TS,33.6,-73.8,45,1005,atcf,50.43600000000001,32.311,main
38046,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-23 6:00, TS,34.1,-73.5,45,1005,atcf,50.43600000000001,32.311,main
38047,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-23 12:00, TS,34.3,-73.2,40,1005,atcf,42.727,32.311,main
38048,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-23 18:00, TS,34.3,-73.1,40,1006,atcf,42.727,26.919,main
38049,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-24 0:00, TS,34.0,-73.0,40,1006,atcf,42.727,26.919,main
38050,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-24 6:00, TS,33.8,-73.1,40,1005,atcf,42.727,32.311,main
38051,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-24 12:00, TS,33.9,-73.3,40,1005,atcf,42.727,32.311,main
38052,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-24 18:00, TS,34.1,-73.8,40,1005,atcf,42.727,32.311,main
38053,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-25 0:00, TS,34.3,-74.3,45,1004,atcf,50.43600000000001,38.284,main
38054,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-25 6:00, TS,34.9,-74.8,45,1004,atcf,50.43600000000001,38.284,main
38055,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-25 12:00, TS,35.9,-75.2,55,1001,atcf,64.41199999999999,49.193000000000005,main
38056,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-25 18:00, TS,37.0,-75.4,55,1007,atcf,64.41199999999999,21.551,main
38057,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-25 22:00, TS,37.8,-75.5,55,1007,atcf,64.41199999999999,21.551,main
38058,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-26 0:00, TS,38.3,-75.6,40,1008,atcf,42.727,15.950999999999999,main
38059,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-26 6:00, TS,39.6,-75.9,35,1010,atcf,32.623000000000005,5.681,main
38060,1992267N33285,1992,7, NA, NA,DANIELLE,1992-09-26 12:00, TS,40.5,-76.5,25,1014,atcf,5.031000000000001,0.775,main
38086,1992271N26291,1992,9, NA, NA,EARL,1992-09-26 18:00, TS,26.2,-69.1,25,1009,atcf,5.031000000000001,9.984,main
38087,1992271N26291,1992,9, NA, NA,EARL,1992-09-27 0:00, TS,25.8,-70.8,25,1008,atcf,5.031000000000001,15.950999999999999,main
38088,1992271N26291,1992,9, NA, NA,EARL,1992-09-27 6:00, TS,26.3,-72.3,25,1007,atcf,5.031000000000001,21.551,main
38089,1992271N26291,1992,9, NA, NA,EARL,1992-09-27 12:00, TS,27.0,-73.9,30,1006,atcf,17.645,26.919,main
38090,1992271N26291,1992,9, NA, NA,EARL,1992-09-27 18:00, TS,27.7,-75.5,30,1003,atcf,17.645,42.121,main
38091,1992271N26291,1992,9, NA, NA,EARL,1992-09-28 0:00, TS,28.0,-76.6,30,1004,atcf,17.645,38.284,main
38092,1992271N26291,1992,9, NA, NA,EARL,1992-09-28 6:00, TS,28.3,-77.7,30,1004,atcf,17.645,38.284,main
38093,1992271N26291,1992,9, NA, NA,EARL,1992-09-28 12:00, TS,28.6,-78.6,30,1004,atcf,17.645,38.284,main
38094,1992271N26291,1992,9, NA, NA,EARL,1992-09-28 18:00, TS,28.9,-79.2,30,1004,atcf,17.645,38.284,main
38095,1992271N26291,1992,9, NA, NA,EARL,1992-09-29 0:00, TS,29.2,-79.4,30,1004,atcf,17.645,38.284,main
38096,1992271N26291,1992,9, NA, NA,EARL,1992-09-29 6:00, TS,29.4,-79.5,30,1003,atcf,17.645,42.121,main
38097,1992271N26291,1992,9, NA, NA,EARL,1992-09-29 12:00, TS,29.7,-79.3,35,1003,atcf,32.623000000000005,42.121,main
38098,1992271N26291,1992,9, NA, NA,EARL,1992-09-29 18:00, TS,29.8,-79.1,40,1003,atcf,42.727,42.121,main
38099,1992271N26291,1992,9, NA, NA,EARL,1992-09-30 0:00, TS,29.9,-78.8,40,1002,atcf,42.727,45.641999999999996,main
38100,1992271N26291,1992,9, NA, NA,EARL,1992-09-30 6:00, TS,30.0,-78.1,40,1000,atcf,42.727,51.358999999999995,main
38101,1992271N26291,1992,9, NA, NA,EARL,1992-09-30 12:00, TS,30.1,-77.1,45,999,atcf,50.43600000000001,56.052,main
38102,1992271N26291,1992,9, NA, NA,EARL,1992-09-30 18:00, TS,29.9,-75.8,50,997,atcf,58.681999999999995,59.766000000000005,main
38103,1992271N26291,1992,9, NA, NA,EARL,1992-10-01 0:00, TS,29.7,-74.4,50,996,atcf,58.681999999999995,62.059,main
38104,1992271N26291,1992,9, NA, NA,EARL,1992-10-01 6:00, TS,29.3,-73.0,50,997,atcf,58.681999999999995,59.766000000000005,main
38105,1992271N26291,1992,9, NA, NA,EARL,1992-10-01 12:00, TS,28.9,-71.6,50,998,atcf,58.681999999999995,57.788999999999994,main
38106,1992271N26291,1992,9, NA, NA,EARL,1992-10-01 18:00, TS,28.4,-70.3,55,996,atcf,64.41199999999999,62.059,main
38107,1992271N26291,1992,9, NA, NA,EARL,1992-10-02 0:00, TS,28.0,-69.0,55,990,atcf,64.41199999999999,71.294,main
38108,1992271N26291,1992,9, NA, NA,EARL,1992-10-02 6:00, TS,27.6,-68.0,50,992,atcf,58.681999999999995,69.087,main
38109,1992271N26291,1992,9, NA, NA,EARL,1992-10-02 12:00, TS,27.5,-67.0,45,1000,atcf,50.43600000000001,51.358999999999995,main
38110,1992271N26291,1992,9, NA, NA,EARL,1992-10-02 18:00, TS,27.4,-66.1,40,1003,atcf,42.727,42.121,main
38111,1992271N26291,1992,9, NA, NA,EARL,1992-10-03 0:00, TS,27.5,-65.2,35,1005,atcf,32.623000000000005,32.311,main
38112,1992271N26291,1992,9, NA, NA,EARL,1992-10-03 6:00, TS,27.8,-64.5,35,1007,atcf,32.623000000000005,21.551,main
38113,1992271N26291,1992,9, NA, NA,EARL,1992-10-03 12:00, TS,28.2,-63.7,30,1008,atcf,17.645,15.950999999999999,main
38114,1992271N26291,1992,9, NA, NA,EARL,1992-10-03 18:00, ET,28.4,-62.9,30,1008,atcf,17.645,15.950999999999999,main
38115,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-22 12:00, ET,26.3,-60.8,30,1009,atcf,17.645,9.984,main
38116,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-22 18:00, ET,26.6,-61.2,40,1004,atcf,42.727,38.284,main
38117,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-23 0:00, ET,27.1,-61.4,50,996,atcf,58.681999999999995,62.059,main
38118,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-23 6:00, TS,27.7,-61.4,55,992,atcf,64.41199999999999,69.087,main
38119,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-23 12:00, TS,28.3,-61.3,60,990,atcf,69.835,71.294,main
38120,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-23 18:00, TS,28.7,-61.1,65,986,atcf,74.042,77.087,main
38121,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-24 0:00, TS,29.0,-60.6,65,978,atcf,74.042,84.226,main
38122,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-24 6:00, TS,29.6,-59.9,70,977,atcf,78.944,84.82799999999999,main
38123,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-24 12:00, TS,30.6,-58.8,75,976,atcf,82.04299999999999,85.417,main
38124,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-24 18:00, TS,32.1,-57.4,75,976,atcf,82.04299999999999,85.417,main
38125,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-25 0:00, TS,33.8,-56.2,70,978,atcf,78.944,84.226,main
38126,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-25 6:00, TS,35.7,-54.9,65,980,atcf,74.042,82.079,main
38127,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-25 12:00, TS,37.7,-53.7,65,982,atcf,74.042,80.705,main
38128,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-25 18:00, TS,39.6,-52.7,60,983,atcf,69.835,79.919,main
38129,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-26 0:00, TS,41.4,-51.7,60,985,atcf,69.835,77.843,main
38130,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-26 6:00, TS,43.2,-50.2,60,986,atcf,69.835,77.087,main
38131,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-26 12:00, TS,44.8,-48.6,60,987,atcf,69.835,75.141,main
38132,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-26 18:00, TS,46.0,-46.9,55,988,atcf,64.41199999999999,74.059,main
38133,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-27 0:00, TS,47.0,-44.9,55,989,atcf,64.41199999999999,73.154,main
38134,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-27 6:00, ET,47.6,-42.7,50,992,atcf,58.681999999999995,69.087,main
38135,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-27 12:00, ET,48.0,-40.0,45,994,atcf,50.43600000000001,65.46600000000001,main
38136,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-27 18:00, ET,48.0,-37.0,40,998,atcf,42.727,57.788999999999994,main
38137,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-28 0:00, ET,48.0,-34.0,40,1002,atcf,42.727,45.641999999999996,main
38138,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-28 6:00, ET,47.5,-31.0,35,1004,atcf,32.623000000000005,38.284,main
38139,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-28 12:00, ET,47.0,-27.5,35,1002,atcf,32.623000000000005,45.641999999999996,main
38140,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-28 18:00, ET,46.0,-24.0,35,999,atcf,32.623000000000005,56.052,main
38141,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-29 0:00, ET,45.0,-20.0,40,999,atcf,42.727,56.052,main
38142,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-29 6:00, ET,44.0,-16.0,35,1001,atcf,32.623000000000005,49.193000000000005,main
38143,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-29 12:00, ET,43.5,-12.0,35,1002,atcf,32.623000000000005,45.641999999999996,main
38144,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-29 18:00, ET,43.0,-9.0,30,1003,atcf,17.645,42.121,main
38145,1992297N26299,1992,10, NA, NA,FRANCES,1992-10-30 0:00, ET,43.0,-7.0,30,1002,atcf,17.645,45.641999999999996,main
38146,1993152N22276,1993,1, NA, CS,ONE:UNNAMED,1993-05-31 12:00, TS,21.5,-84.0,25,1003,atcf,5.031000000000001,42.121,main
38147,1993152N22276,1993,1, NA, CS,ONE:UNNAMED,1993-05-31 18:00, TS,22.3,-82.0,25,1002,atcf,5.031000000000001,45.641999999999996,main
38148,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-01 0:00, TS,23.2,-80.3,25,1000,atcf,5.031000000000001,51.358999999999995,main
38149,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-01 6:00, TS,24.5,-79.0,25,1000,atcf,5.031000000000001,51.358999999999995,main
38150,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-01 12:00, TS,25.4,-77.5,30,999,atcf,17.645,56.052,main
38151,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-01 18:00, TS,26.1,-75.8,30,999,atcf,17.645,56.052,main
38152,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-02 0:00, TS,26.7,-74.0,30,999,atcf,17.645,56.052,main
38153,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-02 6:00, TS,27.8,-71.8,30,999,atcf,17.645,56.052,main
38154,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-02 12:00, ET,28.4,-69.9,35,999,atcf,32.623000000000005,56.052,main
38155,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-02 18:00, ET,28.5,-67.8,35,1000,atcf,32.623000000000005,51.358999999999995,main
38156,1993152N22276,1993,1, NA, NA,ONE:UNNAMED,1993-06-03 0:00, ET,28.8,-65.3,35,1000,atcf,32.623000000000005,51.358999999999995,main
38157,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-18 0:00, TS,20.5,-91.9,25,1006,atcf,5.031000000000001,26.919,main
38158,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-18 6:00, TS,20.8,-92.3,25,1005,atcf,5.031000000000001,32.311,main
38159,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-18 12:00, TS,21.1,-92.8,25,1005,atcf,5.031000000000001,32.311,main
38160,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-18 18:00, TS,21.7,-93.1,30,1005,atcf,17.645,32.311,main
38161,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-19 0:00, TS,22.6,-93.4,30,1006,atcf,17.645,26.919,main
38162,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-19 6:00, TS,23.8,-94.1,30,1006,atcf,17.645,26.919,main
38163,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-19 12:00, TS,25.9,-95.9,35,1000,atcf,32.623000000000005,51.358999999999995,main
38164,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-19 18:00, TS,26.0,-96.3,35,1000,atcf,32.623000000000005,51.358999999999995,main
38165,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-20 0:00, TS,26.3,-96.7,35,1000,atcf,32.623000000000005,51.358999999999995,main
38166,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-20 6:00, TS,27.0,-97.2,35,1001,atcf,32.623000000000005,49.193000000000005,main
38167,1993169N21268,1993,2, NA, GM,ARLENE,1993-06-20 9:00, TS,27.1,-97.4,35,1001,atcf,32.623000000000005,49.193000000000005,main
38168,1993169N21268,1993,2, NA, NA,ARLENE,1993-06-20 12:00, TS,27.2,-97.8,30,1002,atcf,17.645,45.641999999999996,main
38169,1993169N21268,1993,2, NA, NA,ARLENE,1993-06-20 18:00, TS,27.2,-97.9,30,1003,atcf,17.645,42.121,main
38170,1993169N21268,1993,2, NA, NA,ARLENE,1993-06-21 0:00, TS,27.1,-98.1,30,1004,atcf,17.645,38.284,main
38171,1993169N21268,1993,2, NA, NA,ARLENE,1993-06-21 6:00, TS,27.1,-98.3,25,1006,atcf,5.031000000000001,26.919,main
38172,1993217N10320,1993,3, NA, NA,BRET,1993-08-04 12:00, TS,10.4,-40.3,30,1010,atcf,17.645,5.681,main
